Cust_ID,Age,BillAmt_Product,BillAmt_Service,BillAmt_Pre,Vintage
53190,44,51108.61,19223.97,37397.46,3
19231,25,11185.48,3198.4,12786.3,1
12592,25,6145.82,3275.7,10313.59,1
39934,31,56142.15,13202.14,34847.89,5
68544,52,65116.21,48405.71,66503.42,8
77328,55,84712.05,49090.96,48776.26,5
75854,57,90743.53,48421.23,68968.58,6
55435,31,47675.18,19099.09,25021.91,4
59314,41,25692.29,16121.3,27799.86,4
61126,44,48950.63,14803.84,28383.38,2
48717,30,32856.28,19107.57,36916.07,3
24806,25,7840.15,3870.07,12538.93,1
84901,61,97938.44,42671.81,48261.77,7
51694,45,30858.74,18807.97,30179.92,3
29398,28,16611.25,4851.43,12947.55,1
82357,59,75581.19,35451.02,46547.1,5
83024,64,78175.37,48088.78,45824.51,5
35248,26,17490.55,2676.48,13916.72,1
12032,27,13541.22,3687.23,11513.21,1
26438,25,16416.62,3192.15,14593.15,1
14128,29,14574.43,2805.82,14258.1,1
26505,26,16060.55,4238.29,10409.18,1
50415,36,47591.14,16882.93,38758.11,2
59999,32,52839.5,15272.21,33857.09,
34054,29,14571.11,3242.74,11665.68,1
72593,51,81714.84,46669.6,55814.27,7
54694,42,31390.45,17874.95,36624.67,4
91408,65,91238.68,38542.07,51808.56,8
44596,38,49274.78,18007.98,25121.03,3
40338,30,36540.51,17422.4,23692.27,5
70072,46,99527.6,40605.67,46883.2,8
26848,27,12984.41,4918.8,11026.38,1
51930,40,26813,13202.46,26001.83,4
37754,26,16597.11,4627.89,12324.37,1
53351,39,44646.05,13974.57,28018.74,2
70971,45,71315.41,35885.96,56713.37,8
74952,45,82850.89,38021.57,53004.66,8
84928,49,72423.4,40235.59,45298.65,7
16093,25,5784.99,3270.58,12851.84,1
47627,44,31105.91,12770.21,33262.88,2
71571,53,79117.2,33552.13,54830.88,5
87734,51,91112.33,33601.91,62701.19,5
57359,30,58506.9,14291,32365.92,4
33852,28,17173.55,3646.13,11427.87,1
15634,25,15941.67,4867.65,12487.51,1
30309,27,6432.69,2688.26,10525.85,1
23283,28,16710.86,2702.06,13189.8,1
60286,33,53393.05,14238.55,34923.52,5
52135,41,28976.22,17972.39,28049.44,2
64807,33,36404.32,13913.4,30078.07,2
42705,35,36293.51,15157.94,30775.32,2
77312,57,79168.5,32664.01,68951.9,6
47682,41,39790.28,13875.87,32754.32,3
69922,47,85129.93,36245.59,40564.35,7
22224,25,18312.26,2512.72,10355.71,1
38521,25,6500.27,3935.17,12151.14,1
49506,41,56904.6,14059.55,25190.6,5
27236,27,14692.08,3132.52,10408.87,1
88499,55,95635.62,38876.75,62010.94,7
27731,27,5423.12,3700.15,13859.35,1
49174,36,51743.34,18393.63,32956.33,5
82296,51,71874.2,39503.06,66959.89,5
83691,49,80505.88,31151.65,58009.43,7
16710,27,15739.17,3039.46,13285.75,1
16775,27,16951.34,4567.33,10696.54,1
41399,43,53543.63,17567.67,38603.89,3
16534,25,7054.99,2544.14,10275.57,1
74973,63,83572.24,45095.78,60973.69,8
43699,30,29685.54,15786.96,32126.12,5
55949,33,31164.64,12861.08,21462.17,5
28394,28,8205.41,3510,12052.93,1
80016,59,91622.8,45708.66,59655.88,8
12902,29,12346.38,3125.98,13079.66,1
65357,33,50157,12709.67,36881.7,2
71977,55,77686.15,45388.49,58665.27,7
31754,29,12280.12,4811.72,11376.53,1
38271,28,17061.23,4603.06,14969.47,1
76313,55,93628.23,45540.77,67309.87,6
74556,60,99688.12,43219.93,62146.39,5
41470,32,44712.92,16379.03,30378.51,3
73649,64,85227.8,43876.31,60852.91,5
23452,27,16924.13,4784.11,11647.72,1
31156,25,11415.14,2589.4,13502.31,1
29339,27,9485.57,3655.1,11522.8,1
72628,62,98356.39,41654.23,53282.24,8
65322,45,40329.12,12534.18,25503.47,3
25566,26,10927.92,2997.33,13976.12,1
80162,50,65272.82,46607.14,60086.95,5
51970,39,50339.52,15188.61,39424.47,5
15593,27,14946.74,4300.62,11943.47,1
36540,28,19550.02,2693.03,15039.53,1
19235,26,15892.57,2871.32,14118.3,1
33392,27,13313.75,3358.8,12025.41,1
77028,49,78057.74,36735.09,56155.07,7
71303,46,79748.35,32604.48,52606.83,5
87366,61,89353.61,39998.62,54696.7,6
42393,35,48207.91,15607.62,33638.67,4
42880,33,57356.99,19562.64,37090.1,5
34923,28,11072.48,4232.51,10344.31,1
29849,28,9754.61,3191.03,14026.18,1
87620,45,89657.15,34556.73,55799.8,7
62912,36,48022.04,18479.43,26026.66,4
80928,47,71424.23,43043.52,65860.08,6
38143,29,19299.23,4203.77,14868.41,1
56116,35,55666.73,18485.76,26914.26,4
22796,28,14524.56,3158.59,14776.8,1
38583,29,18428.23,3300.8,11459.13,1
68853,64,75931.7,39263.7,65011.06,6
14873,26,18832.58,3465.41,12620.09,1
38976,28,11830.02,4323.3,13898.19,1
47030,31,47914.02,13636.4,36593.04,4
14082,29,12838.74,2680.77,10649.63,1
36633,26,16796.84,3371.03,10099.1,1
78328,58,92202.9,44532.2,62138.52,6
54035,45,34166.64,14412.35,34389.09,3
73410,64,86850.25,34534.55,67749.79,8
39589,32,59170.79,12989.88,22854.09,4
88524,56,69548.46,45260.61,59673.13,6
81479,51,68214.32,31417.04,62317.67,6
45999,40,47576.44,14163.6,21751.3,4
46429,38,41611.04,18543.61,23306.23,5
79752,59,77133.76,37731.11,53055.44,6
40519,31,59509.86,13573.69,38288.07,2
73224,56,80120.06,33735.98,50433.41,7
67860,56,98304.77,33579.23,52223.66,5
32642,27,13028.41,3631.89,11364.36,1
64927,38,34513.26,16623.94,31635.05,2
81437,57,93781.92,45996.41,46197.24,6
92027,29,16354.06,15.48,45919.32,1
63459,35,32031.03,13268.04,27500.97,4
23828,29,12707.25,2781.26,11147.33,1
32452,25,16000.93,2636.74,13069.96,1
34846,27,12395.84,3938.27,13781.5,1
57289,45,54855.44,12246.06,32237.03,2
19123,27,14789.46,4492.87,12610.85,1
28420,28,17485.54,2556.78,11226.35,1
18175,26,5611.54,4722.8,13357.57,1
65205,34,36529.52,16939.72,34454.54,4
61412,30,52539.87,16485.46,22168.99,5
44853,34,38240.33,14965.53,29855.88,5
79243,60,71501.69,34301.75,59582.92,8
65223,41,48561.89,14425.49,33960.18,3
31894,29,11984.93,4698.39,10963.18,1
54929,39,47501.53,19081.74,31511.69,4
50155,38,47003.43,16870.26,35583.94,4
39525,42,25406.88,13494.59,20209.66,2
56530,43,41304.04,14558.81,27230.66,3
44466,45,31353.12,13942.24,37864.48,2
80357,50,69203.67,32773.08,59122.3,6
15760,25,7194.52,3971.56,12798.72,1
21443,25,11448.33,2757.97,10381.14,1
64489,33,53986.47,14533.35,36976.42,5
50673,35,58636.67,19815.98,24637.51,2
34530,28,5065.09,4643.92,11994.78,1
70090,65,79570.23,39705.3,42643.48,6
73025,56,77131.04,49228.27,46415.82,6
47600,44,26827.6,12991.25,25884.02,3
81540,60,84397.62,45613.66,45865.91,7
34884,28,16374.64,4805.98,12596.59,1
42223,40,40816.13,16269.87,23060.07,2
62236,31,39908.01,18522.93,38242.5,5
42941,40,34461.03,17590.45,22846.64,3
14217,27,11687.41,4034.21,14370.31,1
64862,34,37223.3,17949.55,31402.46,4
36512,26,8720.31,3806.03,10348.78,1
71033,45,83315.27,37819.51,67188.69,6
15297,26,12349.81,4570.26,10919.09,1
73259,50,73786.26,30076.47,60749.67,5
12692,28,14207.96,4332,11986.42,1
56428,39,42593.51,14811.35,39829.31,5
89112,61,87624.19,33008.94,48409.66,6
68932,50,94044.88,30808.84,44628.62,8
21398,26,16412.92,3699.85,12359.43,1
49448,37,59514.03,19617.99,25557.59,2
41982,41,55176.51,14653.45,21226.48,4
70912,56,81899.68,46240.19,56801.17,7
23353,29,6661.72,5003.94,10085.43,1
65345,34,38205.95,15508.84,32859.58,2
21107,27,15921.21,4493.08,12851.3,1
45857,41,59088.59,12608.45,27901.96,3
44101,32,50970.95,13093.63,32903.26,5
74210,59,68688.64,37869.37,44079.36,6
52614,30,51587.54,14318.67,33945.18,4
67008,61,72057.9,48381.88,50034.26,7
41126,34,29064.18,17795.26,25416.03,5
15341,26,15509.59,3404.64,12834.21,1
71644,57,79559.07,45255.12,60268.29,5
23141,25,16458.45,2586.98,14429.92,1
52966,45,57502.55,12048.72,38395.27,2
36565,26,15425.58,2974.64,14064.99,1
87882,59,95582.26,31413.97,48917.62,7
43638,45,47420.4,13666.47,34915.42,3
17943,25,10867.59,2645.69,11217.35,1
26546,28,13644.82,3048.22,11557.42,1
71739,57,95555.35,48686.78,68359.7,5
53990,45,51820.21,16260.46,31366.92,5
47451,41,48209.18,14414.35,38101.13,2
30783,28,8101.83,3835.63,14638.24,1
80707,55,99491.2,31568.45,49229.11,5
74879,63,87302.95,42800.64,61482.1,5
74916,52,79684.68,36682.51,58264.85,8
23273,26,15066.18,3998.88,12046.72,1
53214,38,32880.83,15470.6,30969.81,2
77798,45,80959.36,49254.74,51858.72,5
28019,26,13579.21,3991.46,10687.82,1
82227,54,87266.37,44626.04,59102.43,6
26709,28,7462.28,3486.14,10197.13,1
73504,57,87885.3,43866.68,54288.41,7
76971,51,71571.3,39118.57,50760.18,5
55383,43,39839.44,14351.55,31073.13,5
54487,39,56726.75,18173.01,32738.8,4
20777,29,15387.85,4555.2,10820.7,1
36667,28,9768.52,2622.06,12430.33,1
58815,37,29178.38,18040.61,38351.92,5
70693,47,86947.21,42338.83,63972.27,6
79232,54,74603.53,35840.66,42034.31,8
23693,27,12319.09,2593.95,13354.35,1
67525,55,68740,34842.39,57180.79,8
76685,51,93171.36,37869.3,63013.36,7
22811,29,18313.98,3203.12,14425.58,1
51517,32,45090.64,18240.99,28540.3,3
40059,35,30496.75,18038.95,32175.14,5
27009,26,16822.05,4056.05,11966.4,1
14901,26,15062.99,4919.72,13975.34,1
65463,35,58343.23,12179.74,33660.87,2
54453,34,39828.2,18346.72,32767.91,5
92042,28,15262.92,34.62,66534.86,1
45175,32,44008.39,16961.58,23341.3,4
39007,25,16237.93,3531.09,13816.87,1
91251,62,76310.44,33596.76,60284.78,6
50039,43,41151.52,13353.91,24445.34,2
52063,41,29036.14,16577.37,25340.67,2
22323,25,11432.24,4742.45,14074.65,1
13679,29,15704.03,3271.88,12531.6,1
12050,26,12155.83,3945.71,11004.41,1
90159,65,70244.27,43229.59,60135.94,8
33885,29,16906.95,3901.65,11202.55,1
33042,28,7392.72,4074.17,15049.4,1
15896,27,19293.19,3969.72,14736.21,1
24380,27,10179.74,4894.84,10163.1,1
86935,56,97539.4,43428.28,42445.83,8
54442,30,50426.11,15179.3,22683.42,4
39045,30,26725.55,16153.3,22260.62,5
48050,38,50402.87,17345.29,30872.99,2
30088,28,16015.46,3080.13,10289.78,1
71373,63,83481.58,38468.9,48129.18,7
18858,25,10267.92,3525.65,11096.09,1
51481,38,25397.45,12152.84,38688.51,2
64645,30,51692.93,13196.46,24022.06,4
86945,45,65830.37,38910.13,69388.63,8
23445,26,17826.37,3366.54,11536.57,1
91007,45,94736.16,31913.19,41201.26,7
38094,26,12695.13,3776.81,10460.03,1
75471,57,65726.87,41317.21,50899.18,5
21007,29,17860.23,2934.19,14018.5,1
20690,27,7098.81,4346.61,10875.46,1
19955,28,11711.77,4991.69,11567.32,1
31151,25,8537.31,2696.6,11941.98,1
63635,32,45657.53,18478.65,29601.38,5
38570,25,7097.94,3242.27,10180.07,1
76499,52,80224.51,39194.64,64840.85,5
48563,33,39146.98,18222.36,23931.92,5
20581,25,7268.87,2983.96,12286.22,1
12762,25,19844.22,3245.92,14633.35,1
66537,55,71626.25,31413.76,63041.5,7
56048,37,48158.92,12197.23,31001.53,4
83165,48,95734.94,47760.77,50128.27,7
66510,61,66170.93,47097.72,48126.24,6
13289,28,12476.36,4792.77,14254.46,1
29383,29,17439.2,3631.22,12919.52,1
51170,31,33235.36,14346.54,37440.9,2
53739,38,36153.72,14914.89,23699.95,5
52717,40,53380.24,17893.15,21160.18,2
75645,64,85276.14,45089.75,68772.76,6
62142,32,32297.72,15106.85,25775.42,2
54826,41,38905.57,19560.29,33405.82,3
82576,56,80441.87,33989.2,54462.31,8
76059,62,82273.57,47854.8,54139.28,8
16208,29,5480.5,4426.43,12273.03,1
66041,59,98508.43,33548.14,58675.1,7
35538,25,19972.17,2789.36,12970.94,1
13572,29,8193.27,2604.53,11709.18,1
26304,25,11624.97,4487.25,13831.14,1
12441,25,14820.25,3645.38,13942.51,1
38286,29,19028.43,3714.7,14535.05,1
68278,57,78544.16,37062.8,66747.17,6
74032,55,93523.6,34379.3,67533.79,8
74618,47,95187.02,35839.16,51847.92,6
60811,44,38766.89,15664.25,22290.83,5
25587,29,5957.84,3855.86,10169.71,1
67763,47,83912.13,33348.97,56810.09,6
21651,27,15762.02,3983.28,11142.97,1
45001,45,29656.14,14189.87,22109.55,3
53997,36,52119.5,17862.47,21670.34,5
30491,28,19775.01,4973.36,13449.31,1
58737,43,38390.76,12735.22,22991.86,3
56841,34,60033,19668.52,28052.01,3
46357,30,58095.53,18527.76,30442.03,5
29085,26,8927.52,3476.84,13677.25,1
47784,38,43530.73,14324.86,36223.66,5
18036,28,8881.3,2620.43,13256.34,1
89113,65,99763.11,39669.51,59174.36,5
92011,52,95415.99,30506.99,54272.77,7
84793,51,87829.98,46976.02,57379.83,5
50200,36,48119.25,18066.01,21541.38,5
87050,62,70061.86,47861.41,68267,7
12859,27,18417.55,4403.91,10449.45,1
89593,55,71545.15,49239.23,65193.25,7
69712,54,95127.27,49416.54,62998.89,5
53920,37,37096.84,12062.4,22296.45,4
71300,47,65494.04,41960.67,52073.36,5
21842,29,10364.55,3792.15,14073.15,1
37282,29,14330.43,4929.38,15061.06,1
81973,50,66886.14,33004.96,41244.61,6
53801,30,54516.14,17277.6,34298.42,5
36087,29,11863.18,3780.64,11951.01,1
46073,38,41863.19,14353.81,20042.49,4
55806,43,41212.09,18206.88,27087.74,2
15691,29,19707.45,4781.42,11327.74,1
69684,45,67327.96,39169.11,65194.63,6
83384,55,94941.53,36000.3,43912.22,7
25827,25,10664.92,2620.11,14411.62,1
29301,27,18402.88,2992.24,12151.87,1
29551,29,15176.31,4081.07,13866.57,1
57548,37,33724.55,14517.92,24263.53,5
50343,43,49838.99,12093.22,38716.89,4
85912,59,85147.86,41199.71,50076.39,5
77725,60,76783.65,32013.21,67958.39,7
82110,49,71456.69,35279.89,60313.05,6
79132,54,99178.18,38231.13,57026.67,7
43785,37,29393.69,15853.67,35008.2,5
40784,35,53708.75,18234.03,22865.14,4
29097,25,19965.15,3459.04,11617.76,1
16397,26,6956.11,3969.4,13037.71,1
71242,47,72739.86,35091,47453.94,8
80557,64,99976.15,47994.94,56265.75,5
33091,27,16946.03,3357.45,13724.89,1
43056,31,55733.7,17177.3,28843.3,5
50618,30,58602.97,14262.79,34723.75,3
73610,63,80049.65,47213.96,46251.97,7
59305,34,52874.89,12202.93,26403.91,3
34792,26,11652.02,4078.29,11228.56,1
16840,27,19837.56,4291.3,11268.33,1
80893,45,67964.79,46013.53,66680,6
79566,59,91587.18,42686.28,45291.48,8
67726,64,76294.37,40822.56,55080.58,5
36276,27,11274.83,2668.66,14343.3,1
45571,39,48436.65,14430.17,21858.67,5
92037,27,6731.59,16.19,55087.9,1
19516,27,11584.37,4775.68,14517.95,1
23919,27,7361.85,4789.81,14840.39,1
24022,28,18085.1,4152.56,13168.35,1
84217,64,85538.75,49940.85,66169.32,6
29876,27,15010.4,3335.4,13478.92,1
56840,35,36655.62,18340.61,23024.46,2
69043,64,73108.31,41317.14,69441.53,6
15178,28,16294.55,3758.29,10169.76,1
29576,28,16439.19,4594.16,12651.38,1
45058,39,47628.17,15957.83,21828.03,3
80987,64,88110.51,43425.58,67163.66,5
19490,27,6814.09,3502.11,11464.46,1
67745,57,69565.84,34871.81,48728.49,7
18110,28,16882.45,3953.68,10943.14,1
27779,27,10891.8,3687.8,12044.02,1
57528,33,56447.69,14630.02,23139.72,5
59809,45,30081.06,18329.73,30640.57,5
16610,27,15025.32,4293.33,14413.14,1
37162,26,9333.29,4305.06,11392.48,1
25317,27,14954.32,4510.75,14043.17,1
53456,43,51862,16731.12,26561.13,2
72903,63,97495.84,33083.21,62079.96,8
91133,64,90737.4,36590.23,49380.3,8
27895,25,9071.62,4394.51,12030.9,1
43883,30,57583.76,13723.99,32521.62,2
52238,43,59277.77,15883.74,37041.25,5
27781,27,12049.26,2574.04,14953.97,1
26855,29,13517.25,4490.81,14208.95,1
88538,65,83108.6,34304.14,62101.99,7
33918,27,8593.2,3788.16,10117.78,1
36139,29,11400.98,2597.89,10890.59,1
77236,51,99720.94,33787.74,68770.19,8
36082,25,18323.02,2829.99,11075.88,1
35305,26,15786.69,5035.12,11706.19,1
21105,27,18193.7,4406.84,11881.85,1
27350,27,15188.3,4443.1,12348.18,1
84480,53,96034.35,35550.7,43436.73,6
77550,58,96456.23,47393.4,46414,5
45328,43,26311.24,17129.64,29248.72,4
50016,34,43819.71,16651.07,27083.7,4
78153,62,85116.83,43426.89,40818.24,7
50775,39,48394.83,13178.45,25169.93,2
20863,27,17067.73,2753.19,14944.95,1
43760,31,38482.1,13851.97,23582.11,3
49698,34,47852.82,12575.59,37324.11,2
48865,35,51764.28,18207.16,22393.92,3
90631,60,99343.31,45211.12,56978.36,5
57795,42,48473.15,16033.34,38740.11,5
47545,41,56063.97,18095.97,33082.84,5
71465,47,83493.6,40972.88,42907.78,7
33381,27,6683.89,3534.61,13085.32,1
56466,41,26536.41,13364.32,21856.6,5
64042,31,49255.45,12040.99,34324.65,2
32962,26,8616.68,4128.85,14144.07,1
34652,29,16005.06,3659.17,10904.43,1
40101,36,57933.2,18718.45,36678.17,3
13674,28,16792.8,2750.57,11342.01,1
43229,41,28038.11,15468.29,37450.65,3
51210,34,57893.61,15251.08,22436.47,4
12710,27,18641.26,5000.03,13302.76,1
14627,27,14568.39,3945.96,14954.22,1
89753,50,91726.51,36043.82,59948.1,7
38404,26,6428.19,2898.52,13161.17,1
40183,44,56948.1,19067.65,22934.18,3
45056,43,47744.12,14572.2,29862.12,4
66252,64,96620.66,45403.89,64977.99,7
39179,44,43553.73,17092.32,37504.96,3
78027,62,96422.89,40988.67,47407.72,6
30897,28,14574.95,3617.93,14618.13,1
49647,36,38283.06,15913.55,33820.4,3
38455,27,8677.03,3761.04,11095.3,1
30311,26,11927.22,3126.37,11593.29,1
66338,57,75421.09,31136.02,46500.51,6
14403,27,12690.77,4924.32,14509.02,1
22173,28,14058.85,4342.65,10329.23,1
16185,25,13459.72,3220.53,13570.15,1
72274,50,68479.45,41374.66,65802.59,8
80093,64,72455,32479.24,61730.46,8
65093,43,57959,17425.77,20805.15,5
73806,47,75445.81,43830.7,41757.74,5
43196,40,30589.79,19487.16,28514.14,2
54765,33,57790.77,13178.35,23433.45,5
26449,28,13221.43,2595.63,14197.24,1
19568,29,8859.5,3482.77,14387.2,1
15426,25,13882.62,5008.15,10154.75,1
66867,48,90727.19,41619.26,58179.64,6
68453,62,82579.18,45101.96,49800.18,5
79880,59,96451.62,41996.34,46317.7,8
71377,50,67005.61,49446.33,69739.66,6
16526,26,10631.15,3293.52,11278.76,1
32669,29,7484.48,4989.53,10355.05,1
89482,50,93039.9,33712.77,68493.43,5
29470,28,16151.53,3751.3,13244.28,1
87476,57,74795.42,37280.39,48195.16,6
32974,27,14352.8,2736.67,14442.52,1
24032,25,11961.17,3551.86,13015.93,1
66609,62,93459.03,34812.41,67763.24,8
24880,26,9304.55,2509.84,11443.92,1
25286,29,11893.84,2601.85,13495.07,1
68238,53,96039.6,41374.12,41211.93,7
29940,29,8161.23,3007.29,11666.91,1
56912,45,29499.62,16895.32,35004.2,2
83656,61,87078.63,32242.42,56775.54,6
74026,65,91973.18,31121.74,42075.54,8
22246,25,12201.15,3666.16,12229.86,1
47536,35,54486.46,12304.82,35902.41,3
56115,32,28261.33,14156.78,20065.97,3
56371,39,48976.45,14895.96,26824.05,4
70453,51,65987.39,46444.02,62682.29,6
46018,45,35714.06,13414.25,28464.71,3
47220,37,44524.03,19445.1,38931.92,5
19807,26,5556.45,4960.44,13029.73,1
76961,55,65404.33,40490.53,68018.47,5
74184,65,90945.87,44254.95,42796.24,8
50808,30,33148.32,15583.11,20180.34,2
23494,27,9201,3423.1,12557.07,1
68119,49,73032.99,36687.96,57245.3,7
65406,32,58987.69,17177.78,39189.5,2
29959,25,5799.48,3600.67,13928.91,1
70835,59,99860.8,39153.3,69380.06,5
26938,29,15082.7,2751.68,12536.03,1
30919,26,8715.08,4514.19,11147.37,1
14957,25,10578.74,3028.48,13196.72,1
60839,33,27559.1,16246.71,38329.77,4
27018,29,12065.73,2671.37,10268.15,1
48094,44,27885.27,18528.42,21438.65,5
64874,40,51008.9,19527.82,35540.37,4
36326,27,12299.22,4072.25,14089.31,1
88869,59,86372.94,36174.94,47532.84,5
24133,26,13228.29,3487.4,12364.01,1
23746,28,19992.77,4788.12,10821.25,1
32525,25,8567.1,4896.14,14788.46,1
78108,60,69845.51,36019.54,67449.44,6
60927,39,37210.11,12326.23,22340.15,5
72064,47,88507.53,44939.17,69019.28,6
44027,35,35917.17,15772.73,29389.89,4
71311,64,84086.9,49003.6,51756.21,6
31571,27,13822.03,3593.74,14906.76,1
18813,26,8511.51,3661.69,12851.57,1
14712,29,17468.48,3087.27,14862.05,1
28736,26,19348.68,4487.94,14581.96,1
84796,51,87841.29,33206.37,58936.51,7
88964,63,85593.83,40975.62,42286.2,5
54482,38,53855.76,18972.26,22530.2,2
13129,27,16152.13,3603.43,10282.05,1
60048,33,58913.57,16811.19,36421.12,5
45129,45,34685.74,12105.25,36251.98,4
80219,58,83412.98,45573.46,52830.75,5
18988,25,16473.77,4705.25,14113.58,1
24235,27,19010.37,4756.64,13806.74,1
77653,51,66188.17,42650.51,55693.98,8
58975,34,39594.05,15615.45,28616.99,2
25249,28,16130.21,2580.85,12757.04,1
76027,49,85293.12,36648.89,41350.17,6
