CustomerID,Month,Brand,Year,Sales
10036,6,B2,2021,31745.48
10036,2,B4,2021,221.99
10036,7,B2,2021,28786.35
10036,3,B2,2020,10279.41
10036,7,B2,2021,45498.38
10037,8,B3,2021,23156.90
10037,12,B2,2020,27135.92
10037,7,B5,2021,5858.34
10037,7,B2,2021,6510.93
10037,2,B3,2021,57343.88
10037,5,B1,2021,37179.64
10037,9,B5,2020,3081.28
10038,5,B2,2021,11035.12
10038,2,B1,2020,20184.26
10038,3,B5,2020,59061.74
10038,12,B4,2020,23733.96
10038,12,B3,2021,12379.41
10039,10,B3,2021,18343.96
10039,4,B5,2021,23442.84
10039,1,B1,2021,26726.39
10039,7,B5,2021,40978.52
10039,6,B5,2021,57852.39
10039,9,B5,2021,3926.66
10040,5,B4,2020,29370.98
10040,9,B4,2021,2713.95
10040,4,B1,2021,11559.49
10040,1,B4,2020,3119.43
10040,11,B2,2021,38901.35
10040,11,B3,2020,14738.28
10041,9,B2,2021,44504.94
10041,8,B1,2020,16677.65
10041,9,B1,2020,57890.10
10041,8,B1,2020,17945.56
10041,1,B4,2020,27344.32
10041,11,B4,2021,41917.92
10041,4,B1,2021,27244.70
10042,2,B3,2021,14948.58
10042,3,B3,2020,1263.94
10042,10,B1,2020,8299.49
10042,9,B1,2020,10477.44
10042,6,B3,2020,40611.68
10043,1,B4,2021,37286.92
10043,5,B5,2020,9665.86
10043,8,B1,2020,3160.31
10043,5,B1,2020,19248.02
10043,9,B5,2021,3369.22
10044,5,B1,2020,2141.84
10044,11,B2,2020,27040.37
10044,3,B4,2021,5442.10
10044,10,B2,2021,19732.93
10044,6,B1,2020,8020.33
10044,10,B3,2020,22950.18
10044,1,B5,2021,7187.68
10044,7,B3,2021,30989.39
10044,3,B4,2020,1250.45
10044,3,B1,2020,58264.80
10045,1,B5,2020,18689.27
10045,10,B1,2021,9882.81
10046,10,B1,2021,26519.62
10046,10,B3,2021,28480.70
10047,2,B4,2021,41163.68
10048,5,B3,2021,45863.27
10048,8,B1,2021,40080.15
10048,2,B4,2020,5816.17
10049,5,B2,2021,189.35
10049,8,B1,2020,47697.28
10049,9,B2,2020,12971.83
10049,7,B2,2020,17451.14
10049,8,B4,2021,10471.09
10050,10,B1,2021,31058.33
10050,5,B1,2021,41909.20
10050,7,B3,2021,38040.42
10050,11,B4,2021,44059.93
10050,9,B4,2020,42820.56
10050,6,B1,2020,2753.79
10051,1,B2,2020,62089.31
10051,4,B1,2020,11538.22
10051,1,B3,2021,7739.51
10051,6,B3,2021,6144.93
10051,1,B5,2021,47337.85
10051,9,B3,2020,42233.01
10052,3,B4,2020,13894.08
10052,9,B4,2020,7545.33
10052,8,B2,2021,3038.81
10053,12,B7,2020,15575.48
10053,8,B4,2020,3181.25
10053,12,B4,2020,24561.77
10053,12,B2,2020,33675.50
10053,7,B5,2020,41356.99
10053,12,B3,2021,11591.59
10053,5,B5,2020,6431.85
10053,6,B1,2021,61713.30
10054,4,B3,2020,2996.62
10054,7,B4,2020,26321.51
10054,7,B3,2021,35294.24
10054,3,B4,2021,4751.57
10054,11,B3,2021,6861.31
10054,9,B1,2020,10879.38
10055,1,B2,2021,3065.18
10055,12,B2,2021,12219.80
10055,8,B1,2021,16772.41
10055,9,B1,2020,8783.68
10056,11,B5,2020,36159.11
10056,10,B3,2021,5689.65
10056,2,B5,2021,32753.96
10057,8,B5,2021,7495.37
10057,5,B4,2020,59406.08
10057,4,B3,2020,39832.74
10057,2,B5,2021,18126.55
10057,7,B4,2020,36663.68
10057,10,B2,2021,9823.29
10057,12,B3,2020,21682.35
10058,2,B2,2021,2355.49
10058,4,B5,2021,11598.95
10058,4,B1,2020,3667.52
10058,12,B5,2021,7321.83
10058,12,B1,2021,50242.31
10058,1,B5,2021,22610.79
10058,7,B4,2021,42907.64
10058,5,B1,2021,3091.05
10059,12,B5,2020,63826.38
10059,6,B1,2021,38992.49
10059,1,B2,2021,19140.22
10059,5,B4,2021,22022.01
10060,11,B3,2020,3736.87
10060,2,B5,2021,15038.36
10060,1,B5,2021,13690.66
10060,10,B4,2021,38332.23
10060,6,B1,2020,10781.75
10060,4,B3,2021,15478.01
10061,10,B2,2021,11395.28
10061,9,B4,2021,24123.60
10061,8,B4,2021,29390.50
10061,5,B5,2021,42327.59
10061,6,B1,2020,19907.98
10061,7,B4,2021,62753.93
10061,3,B5,2021,11101.00
10061,10,B1,2021,5290.34
10062,5,B2,2020,1354.21
10062,6,B4,2020,19224.11
10062,10,B5,2021,8931.90
10062,12,B5,2020,20268.94
10063,2,B5,2020,41576.01
10063,8,B1,2020,37065.04
10063,10,B3,2021,16899.78
10063,9,B5,2020,28217.46
10063,1,B2,2021,6939.41
10064,1,B5,2021,1535.16
10064,11,B2,2021,21988.87
10064,9,B4,2021,6526.49
10064,7,B3,2021,10915.66
10064,11,B3,2021,44451.33
10064,2,B1,2021,32833.47
10065,5,B2,2021,14886.31
10065,2,B3,2020,2960.34
10065,4,B5,2021,7030.36
10065,7,B5,2021,43684.80
10065,3,B2,2021,39655.61
10066,2,B5,2020,7965.17
10066,6,B3,2021,59369.98
10066,5,B5,2021,4930.94
10066,1,B1,2021,3865.44
10066,8,B5,2020,67447.34
10066,9,B4,2020,8997.18
10066,8,B3,2021,55610.24
10066,1,B2,2020,20543.37
10066,10,B1,2021,12566.72
10066,5,B1,2020,3838.59
10066,7,B5,2020,26028.92
10067,12,B3,2020,24024.30
10067,5,B1,2021,35145.04
10067,9,B1,2020,47109.01
10067,3,B1,2021,7482.57
10067,7,B1,2021,399.49
10068,7,B3,2020,17768.48
10069,7,B2,2020,8233.58
10069,7,B4,2021,52681.88
10069,11,B3,2021,10858.14
10069,6,B4,2020,24393.09
10069,6,B2,2020,24155.24
10070,8,B2,2020,16639.91
10070,7,B3,2021,4448.97
10070,4,B4,2020,42084.93
10071,5,B3,2021,1055.40
10071,10,B5,2020,68626.98
10071,7,B5,2021,33528.13
10071,8,B4,2021,21982.45
10071,12,B5,2020,25628.86
10071,5,B5,2020,18710.21
10071,5,B2,2021,1880.26
10071,7,B1,2020,29837.58
10072,7,B2,2021,16072.50
10072,3,B1,2020,35175.05
10072,9,B5,2021,19845.42
10072,8,B2,2021,17617.57
10072,9,B1,2020,33260.91
10072,10,B3,2021,8877.38
10072,1,B3,2020,3454.96
10072,5,B3,2020,22937.50
10072,11,B5,2021,527.39
10072,12,B1,2021,25397.74
10073,4,B4,2021,29213.63
10073,2,B1,2021,28531.96
10073,8,B4,2020,35889.27
10073,6,B2,2020,23054.87
10073,4,B5,2020,41922.50
10073,8,B3,2020,1898.83
10074,2,B1,2020,4426.88
10074,6,B1,2021,35415.66
10074,6,B2,2021,20569.05
10074,4,B5,2021,39707.22
10075,3,B2,2021,7880.33
10075,9,B5,2021,9802.28
10075,4,B3,2021,23460.09
10076,5,B4,2021,20469.75
10076,1,B5,2020,58949.62
10077,7,B5,2021,43264.19
10077,1,B5,2021,41088.50
10077,3,B4,2021,10549.55
10077,10,B5,2021,29164.72
10078,1,B1,2020,23330.72
10078,9,B5,2021,51284.73
10078,9,B5,2021,43366.22
10078,4,B2,2021,4837.16
10078,2,B2,2020,18581.45
10079,3,B1,2020,3698.43
10079,4,B3,2020,12434.10
10079,6,B5,2021,28541.08
10079,9,B2,2021,27030.04
10079,10,B1,2020,15532.96
10079,7,B4,2021,36756.05
10079,7,B4,2020,3674.42
10080,10,B5,2021,8865.47
10080,2,B3,2021,19148.72
10080,1,B1,2020,32984.29
10080,7,B4,2021,8321.92
10081,1,B1,2020,24554.58
10081,4,B5,2020,7994.04
10081,12,B2,2021,22917.28
10081,7,B2,2021,21129.05
10081,4,B4,2020,66079.12
10081,11,B4,2020,841.33
10081,10,B3,2020,34452.45
10081,9,B5,2021,2434.08
10081,1,B4,2020,2201.60
10081,9,B5,2021,21664.98
10081,8,B1,2021,38371.41
10081,3,B1,2020,207.37
10082,6,B4,2021,7500.21
10082,10,B3,2021,2359.70
10083,10,B2,2020,65276.99
10083,6,B1,2021,32925.02
10083,4,B1,2020,44249.22
10083,11,B2,2021,7271.35
10083,4,B3,2020,29496.55
10083,11,B3,2020,4093.19
10083,1,B3,2021,1794.83
10083,3,B1,2020,39378.75
10084,1,B4,2021,9554.78
10084,8,B5,2020,2507.51
10084,1,B3,2021,28487.56
10084,10,B2,2021,9590.57
10084,5,B1,2021,33636.28
10085,5,B4,2021,8160.69
10085,11,B3,2021,633.84
10085,9,B3,2021,1675.34
10085,1,B4,2021,44389.53
10085,7,B3,2021,13734.10
10086,11,B5,2020,18829.82
10086,12,B2,2020,7248.05
10086,5,B3,2020,9311.89
10086,11,B2,2021,27458.63
10086,2,B5,2021,6210.60
10086,9,B4,2020,57553.24
10086,9,B4,2021,27696.19
10086,11,B5,2020,5432.20
10087,10,B4,2020,25222.72
10087,4,B3,2020,10552.02
10087,8,B2,2020,20576.14
10087,8,B5,2021,19969.50
10087,12,B4,2021,23367.98
10087,6,B1,2020,20682.11
10087,12,B4,2020,24756.51
10088,1,B1,2021,41389.15
10088,9,B5,2021,27943.67
10088,5,B4,2021,4096.94
10088,10,B5,2020,14039.78
10088,2,B3,2021,14187.38
10088,3,B1,2020,32073.98
10089,6,B2,2021,27739.03
10089,2,B5,2020,4263.78
10089,7,B2,2021,3894.77
10089,9,B3,2020,15256.26
10089,10,B4,2020,52411.38
10090,7,B4,2020,21955.95
10090,2,B1,2021,29595.75
10090,8,B5,2021,2346.95
10090,5,B5,2020,16173.08
10090,4,B3,2020,10858.13
10090,6,B4,2020,28044.69
10090,2,B2,2020,37444.50
10090,3,B2,2020,30904.64
10090,1,B1,2021,1906.43
10091,10,B3,2020,27975.28
10091,1,B3,2020,40015.36
10091,10,B3,2021,8604.73
10091,3,B2,2020,23250.95
10091,12,B1,2020,18983.32
10091,11,B3,2021,15995.48
10091,5,B3,2021,857.01
10092,9,B1,2020,5191.34
10092,1,B4,2021,24945.67
10092,4,B5,2020,3514.25
10092,4,B4,2021,45372.72
10092,6,B3,2021,20283.00
10092,3,B3,2021,19812.86
10093,10,B5,2020,18888.39
10093,11,B3,2020,43632.84
10093,6,B4,2021,3437.95
10093,4,B4,2020,35371.17
10093,9,B4,2021,7283.45
10093,3,B3,2021,228.23
10093,2,B1,2021,42188.36
10094,1,B4,2020,51220.03
10094,7,B3,2021,20319.06
10094,3,B5,2020,19413.31
10094,4,B3,2021,12226.09
10094,9,B2,2021,15320.22
10094,10,B1,2021,13276.67
10095,12,B2,2021,23291.37
10095,8,B3,2021,6332.49
10095,7,B5,2020,4145.66
10096,2,B1,2020,27248.44
10096,7,B3,2021,19113.56
10096,8,B4,2021,14416.57
10096,5,B4,2020,17130.15
10096,10,B3,2021,10272.66
10096,10,B4,2021,23562.39
10096,6,B4,2020,33625.20
10097,4,B4,2020,6385.57
10097,4,B1,2020,32372.92
10097,5,B2,2020,5377.94
10097,7,B2,2021,26537.93
10097,7,B2,2020,3060.88
10097,11,B1,2020,7730.29
10097,8,B4,2021,907.04
10097,10,B4,2020,17704.08
10097,12,B3,2021,4338.18
10098,9,B5,2020,1560.68
10098,8,B3,2020,3343.17
10098,12,B1,2020,19910.13
10098,6,B4,2020,47370.19
10098,11,B2,2020,4840.29
10098,4,B2,2020,12878.77
10098,7,B1,2021,13178.90
10098,8,B1,2021,17626.22
10098,7,B5,2021,4642.20
10098,9,B3,2021,17489.34
10099,2,B3,2021,7234.96
10099,4,B1,2020,24954.20
10099,3,B2,2020,37892.52
10099,6,B1,2020,1428.75
10099,3,B1,2020,12056.15
10100,4,B1,2021,5946.56
10100,2,B5,2020,7673.57
10100,11,B4,2020,58915.26
10100,8,B2,2021,10757.36
10100,12,B4,2020,35773.46
10101,10,B5,2020,30291.51
10101,11,B5,2020,9083.53
10101,8,B4,2020,1048.76
10101,1,B3,2020,23602.76
10102,2,B1,2020,7470.81
10102,10,B2,2021,12896.76
10102,8,B3,2020,122.10
10102,3,B1,2020,32145.26
10103,7,B5,2020,10180.27
10103,7,B5,2021,38103.14
10103,1,B4,2021,10654.16
10103,1,B3,2020,21716.26
10103,6,B5,2020,31347.94
10103,8,B5,2020,34330.96
10104,4,B3,2021,6041.54
10104,9,B4,2021,50121.95
10104,11,B2,2021,18119.53
10104,3,B3,2021,21093.61
10104,8,B3,2021,42911.22
10104,12,B3,2020,3671.24
10104,6,B1,2021,13830.19
10104,11,B1,2021,25075.79
10105,10,B4,2021,3920.30
10105,4,B4,2020,25589.72
10105,11,B2,2021,5023.36
10105,9,B5,2021,16290.29
10105,9,B3,2020,10464.20
10105,9,B5,2020,12495.91
10105,3,B1,2020,32070.97
10105,8,B3,2020,16363.67
10106,8,B3,2021,39139.54
10106,5,B3,2020,8592.78
10106,11,B2,2021,45902.57
10106,9,B1,2021,24574.40
10106,3,B4,2021,16873.80
10107,7,B3,2021,1531.78
10107,9,B2,2021,29986.44
10107,12,B3,2020,18973.87
10107,7,B5,2021,13270.50
10108,7,B2,2021,40752.69
10108,7,B2,2020,1370.89
10108,12,B1,2021,34212.18
10109,2,B4,2021,1338.29
10109,1,B4,2021,44153.91
10109,5,B4,2020,3174.24
10109,3,B4,2020,34890.94
10109,3,B4,2020,16765.64
10110,10,B3,2020,21859.23
10110,3,B1,2021,32027.50
10110,6,B1,2021,5478.52
10111,4,B7,2021,38264.10
10111,4,B1,2020,61944.30
10111,7,B2,2021,1800.03
10111,12,B4,2021,45950.08
10111,4,B3,2021,12579.71
10111,2,B3,2021,1488.34
10111,8,B2,2021,46158.17
10112,5,B2,2020,43415.20
10112,7,B2,2021,493.98
10112,8,B1,2021,16119.54
10112,6,B3,2021,9446.65
10112,11,B5,2020,16319.96
10112,10,B1,2020,17258.06
10113,3,B1,2021,17190.06
10113,8,B2,2021,21097.11
10113,7,B5,2020,47872.88
10113,4,B1,2020,9473.75
10113,12,B2,2021,11130.82
10113,10,B5,2021,26273.90
10114,4,B4,2020,45494.98
10114,2,B5,2020,15623.54
10114,2,B4,2020,59610.41
10115,6,B6,2020,20148.16
10115,10,B5,2020,5387.03
10115,5,B5,2021,24442.41
10115,7,B1,2021,1901.90
10115,9,B3,2020,4687.35
10115,11,B2,2021,7437.79
10115,10,B2,2020,11730.95
10115,6,B4,2021,8491.56
10115,2,B4,2021,5949.82
10115,12,B5,2021,816.62
10115,2,B2,2021,8884.74
10116,8,B3,2021,7036.59
10116,9,B1,2021,4859.26
10116,9,B3,2021,26533.22
10116,2,B1,2021,18098.32
10116,9,B4,2021,4971.50
10116,7,B4,2020,3206.32
10116,2,B4,2020,47149.88
10117,1,B4,2020,7257.95
10117,12,B2,2021,28313.08
10117,1,B5,2020,7144.73
10117,5,B2,2020,7240.65
10117,5,B1,2021,25020.88
10117,4,B3,2021,13829.24
10117,3,B1,2020,34022.77
10118,1,B1,2021,65418.74
10118,9,B2,2021,16049.58
10118,9,B4,2021,1916.57
10119,5,B2,2020,7989.31
10119,4,B2,2021,25232.67
10119,12,B2,2020,22436.64
10120,4,B2,2020,28101.66
10120,7,B4,2020,5785.57
10120,7,B2,2021,6584.15
10120,8,B3,2021,17966.82
10120,8,B2,2021,9083.27
10120,10,B3,2021,18528.23
10120,9,B2,2020,30842.33
10120,2,B1,2021,7892.98
10121,11,B4,2020,22578.54
10121,2,B1,2020,16466.77
10121,4,B1,2021,15237.25
10121,10,B2,2020,11390.25
10121,9,B5,2020,12684.47
10121,2,B5,2020,32140.18
10121,7,B4,2021,18038.74
10121,6,B5,2020,1958.23
10122,3,B5,2020,29343.62
10122,11,B2,2020,19768.79
10122,10,B2,2021,10034.30
10122,5,B3,2020,22784.71
10122,8,B1,2020,22598.32
10123,1,B3,2020,27787.37
10123,10,B2,2021,7712.79
10123,1,B1,2021,28596.00
10123,8,B1,2021,22129.76
10123,6,B4,2020,24145.16
10123,12,B4,2021,13227.95
10124,9,B1,2021,31804.10
10124,11,B3,2020,26997.56
10124,10,B3,2020,44217.64
10124,3,B2,2021,2233.94
10124,5,B4,2020,52198.90
10124,11,B1,2020,20456.91
10125,11,B1,2020,25107.31
10125,11,B3,2021,42877.74
10125,9,B2,2021,17966.24
10125,6,B4,2020,11889.34
10125,9,B5,2021,5195.70
10125,7,B2,2020,28482.72
10125,11,B5,2021,590.72
10125,10,B4,2020,8265.59
10126,3,B3,2020,17901.20
10126,4,B4,2020,2654.05
10126,5,B3,2020,39199.28
10126,10,B3,2021,11491.19
10126,6,B5,2021,7029.40
10126,1,B2,2020,20977.94
10126,8,B5,2021,40632.29
10126,4,B2,2020,21295.55
10126,12,B2,2021,29126.46
10127,5,B4,2021,24728.76
10127,12,B3,2021,4278.52
10127,12,B2,2020,54301.50
10127,5,B2,2021,5698.74
10127,5,B2,2020,11434.00
10127,10,B5,2020,30797.73
10127,12,B1,2021,42579.03
10127,7,B5,2021,37273.42
10128,11,B3,2020,21598.75
10128,8,B2,2020,6662.14
10128,8,B3,2020,1110.13
10128,5,B1,2021,4377.85
10128,2,B4,2020,24822.52
10128,2,B4,2020,27754.37
10129,10,B7,2021,2153.96
10129,2,B5,2020,54842.64
10129,9,B1,2021,4665.21
10129,4,B2,2021,2765.15
10129,11,B4,2020,4088.56
10129,9,B2,2021,12482.59
10129,6,B3,2020,3218.83
10129,1,B3,2021,43166.57
10129,10,B4,2021,41029.11
10129,10,B2,2020,12801.50
10130,2,B5,2020,10278.59
10130,12,B1,2020,64006.92
10130,1,B1,2020,16479.07
10131,2,B4,2021,23690.66
10131,7,B5,2021,20684.95
10131,8,B5,2020,11107.78
10131,8,B5,2020,33076.26
10131,10,B1,2020,2765.70
10131,8,B3,2020,10138.01
10131,3,B4,2020,13550.62
10131,12,B4,2020,11356.83
10132,10,B3,2021,26993.27
10132,1,B2,2021,52427.40
10132,10,B3,2021,32479.27
10132,6,B4,2020,36275.92
10133,8,B1,2021,1372.33
10133,3,B5,2020,4228.54
10134,2,B2,2021,27019.50
10134,7,B1,2020,28875.55
10134,1,B5,2021,37350.71
10134,4,B1,2020,2587.70
10134,9,B1,2020,16737.87
10134,3,B2,2020,3645.08
10134,11,B5,2020,10703.25
10134,1,B2,2020,25154.00
10134,6,B2,2021,6454.52
10134,6,B3,2020,11706.33
10134,4,B5,2021,14391.29
10135,9,B7,2021,21534.07
10135,1,B5,2021,34401.80
10135,10,B4,2021,34235.57
10135,8,B2,2020,21979.51
10135,10,B3,2020,14874.33
10135,7,B1,2020,26450.11
10136,5,B7,2020,42208.40
10136,10,B2,2020,11971.02
10136,2,B4,2020,10682.01
10136,12,B2,2020,8310.99
10136,4,B2,2021,21558.28
10136,7,B5,2020,4097.80
10137,10,B5,2021,45179.39
10137,5,B4,2020,39485.81
10137,10,B5,2021,15456.61
10137,2,B5,2021,4462.11
10137,7,B3,2021,15603.26
10138,2,B5,2020,7048.76
10138,12,B5,2020,11962.48
10138,2,B3,2020,50397.69
10138,4,B2,2021,46579.72
10138,7,B3,2020,21338.53
10138,12,B3,2021,50126.55
10138,10,B4,2021,23760.29
10139,8,B1,2020,54809.41
10139,1,B4,2021,10988.95
10139,10,B3,2020,11738.25
10139,6,B1,2020,1153.09
10139,7,B1,2021,33186.78
10140,8,B3,2021,6454.52
10140,3,B4,2021,42019.32
10140,12,B1,2020,8012.62
10140,4,B2,2021,589.34
10140,7,B5,2020,15237.20
10140,3,B1,2020,15263.90
10140,4,B2,2020,2841.97
10141,8,B1,2020,27181.88
10141,2,B1,2020,7982.76
10141,8,B1,2020,7865.75
10141,7,B2,2020,5149.83
10141,8,B3,2020,18250.66
10141,3,B5,2021,1280.92
10142,8,B5,2020,7687.98
10142,8,B3,2020,5611.49
10142,10,B5,2020,13337.72
10142,2,B3,2021,44234.82
10142,9,B1,2020,43266.99
10143,2,B5,2020,4901.30
10143,8,B1,2021,9612.36
10143,3,B1,2020,841.16
10143,2,B5,2021,24878.83
10143,9,B4,2021,6457.38
10143,5,B5,2020,64672.39
10143,7,B2,2020,22539.07
10143,5,B2,2021,28065.34
10143,7,B4,2020,11472.74
10143,3,B5,2020,15775.52
10143,7,B5,2020,10797.17
10143,7,B3,2021,11641.35
10144,11,B5,2020,26145.52
10144,2,B2,2020,46095.78
10144,11,B4,2021,2750.43
10144,8,B1,2020,44912.73
10144,9,B2,2021,22084.57
10144,10,B2,2020,1158.02
10144,4,B2,2021,265.04
10144,4,B4,2021,30806.61
10144,9,B5,2020,22506.08
10145,8,B2,2020,4773.04
10145,1,B3,2020,7259.02
10145,4,B3,2021,8357.46
10145,6,B3,2020,1694.61
10145,4,B5,2021,21307.10
10146,6,B3,2020,20390.02
10146,2,B2,2020,37138.50
10146,11,B1,2021,6232.02
10146,5,B5,2020,1737.40
10146,6,B5,2020,23261.91
10146,6,B5,2020,6721.19
10146,10,B4,2020,5325.18
10147,12,B1,2020,41372.09
10147,5,B4,2020,36234.22
10147,10,B4,2020,25378.58
10147,3,B2,2021,27996.02
10147,10,B4,2021,43803.29
10147,12,B1,2021,3447.49
10148,5,B4,2020,7527.41
10148,3,B1,2021,10382.21
10148,3,B1,2020,28149.61
10148,8,B1,2021,10576.91
10148,2,B2,2021,419.90
10148,7,B5,2020,16937.94
10148,10,B1,2020,19466.66
10148,5,B2,2020,1568.86
10148,10,B1,2020,18731.49
10149,8,B5,2021,3708.29
10149,7,B2,2021,30942.45
10149,6,B1,2020,658.41
10149,11,B5,2020,41211.81
10149,4,B5,2021,26799.05
