CustID,Week,Calls,Minutes,Amt,Gender,Active,Age_Group
1008,12,98,588,111.72,M,Yes,30-45
1008,13,56,840,142.8,M,Yes,30-45
1008,14,7,49,8.33,M,Yes,30-45
1008,15,119,476,95.2,M,Yes,30-45
1008,16,63,882,132.3,M,Yes,30-45
1008,17,28,28,8.12,M,Yes,30-45
1008,18,175,1225,61.25,M,Yes,30-45
1008,19,56,224,22.4,M,Yes,30-45
1008,20,56,392,117.6,M,Yes,30-45
1008,21,119,595,178.5,M,Yes,30-45
1008,22,98,882,114.66,M,Yes,30-45
1008,23,133,931,260.68,M,Yes,30-45
1008,24,49,441,70.56,M,Yes,30-45
1009,1,70,490,39.2,F,Yes,18-30
1009,2,7,105,31.5,F,Yes,18-30
1009,3,98,490,78.4,F,Yes,18-30
1009,4,49,196,35.28,F,Yes,18-30
1009,5,21,63,10.71,F,Yes,18-30
1009,6,70,280,58.8,F,Yes,18-30
1009,7,49,490,68.6,F,Yes,18-30
1009,8,161,2254,202.86,F,Yes,18-30
1009,9,112,1120,280,F,Yes,18-30
1009,10,56,840,210,F,Yes,18-30
1009,11,77,462,78.54,F,Yes,18-30
1009,12,119,476,28.56,F,Yes,18-30
1009,13,70,1050,105,F,Yes,18-30
1009,14,28,196,21.56,F,Yes,18-30
1009,15,56,840,226.8,F,Yes,18-30
1009,16,56,56,15.12,F,Yes,18-30
1009,17,63,819,73.71,F,Yes,18-30
1009,18,105,420,126,F,Yes,18-30
1009,19,63,63,5.04,F,Yes,18-30
1009,20,42,168,36.96,F,Yes,18-30
1009,21,182,1274,280.28,F,Yes,18-30
1009,22,84,252,57.96,F,Yes,18-30
1009,23,63,819,155.61,F,Yes,18-30
1009,24,21,42,5.46,F,Yes,18-30
1010,1,56,840,218.4,F,Yes,30-45
1010,2,14,98,26.46,F,Yes,30-45
1010,3,119,952,180.88,F,Yes,30-45
1010,4,42,420,126,F,Yes,30-45
1010,5,35,70,9.8,F,Yes,30-45
1010,6,63,567,56.7,F,Yes,30-45
1010,7,112,1568,454.72,F,Yes,30-45
1010,8,77,462,110.88,F,Yes,30-45
1010,9,98,882,61.74,F,Yes,30-45
1010,10,70,630,88.2,F,Yes,30-45
1010,11,175,700,189,F,Yes,30-45
1010,12,56,616,36.96,F,Yes,30-45
1010,13,49,490,68.6,F,Yes,30-45
1010,14,63,945,283.5,F,Yes,30-45
1010,15,42,84,15.96,F,Yes,30-45
1010,16,63,819,57.33,F,Yes,30-45
1010,17,28,252,32.76,F,Yes,30-45
1010,18,126,126,30.24,F,Yes,30-45
1010,19,70,560,156.8,F,Yes,30-45
1010,20,112,1232,110.88,F,Yes,30-45
1010,21,105,1575,267.75,F,Yes,30-45
1010,22,161,1771,123.97,F,Yes,30-45
1010,23,42,588,58.8,F,Yes,30-45
1010,24,63,378,56.7,F,Yes,30-45
1011,1,63,63,15.75,M,Yes,18-30
1011,2,21,210,16.8,M,Yes,18-30
1011,3,56,168,28.56,M,Yes,18-30
1011,4,21,315,72.45,M,Yes,18-30
1011,5,49,147,10.29,M,Yes,18-30
1011,6,56,112,29.12,M,Yes,18-30
1011,7,98,98,18.62,M,Yes,18-30
1011,8,175,700,175,M,Yes,18-30
1011,9,119,1309,130.9,M,Yes,18-30
1011,10,49,245,51.45,M,Yes,18-30
1011,11,63,693,194.04,M,Yes,18-30
1011,12,42,336,50.4,M,Yes,18-30
1011,13,28,84,11.76,M,Yes,18-30
1011,14,28,140,39.2,M,Yes,18-30
1011,15,112,1008,70.56,M,Yes,18-30
1011,16,70,560,100.8,M,Yes,18-30
1011,17,63,441,79.38,M,Yes,18-30
1011,18,175,1400,238,M,Yes,18-30
1011,19,63,63,12.6,M,Yes,18-30
1011,20,154,1232,271.04,M,Yes,18-30
1011,21,168,1344,362.88,M,Yes,18-30
1011,22,91,1365,109.2,M,Yes,18-30
1011,23,56,840,243.6,M,Yes,18-30
1011,24,63,567,136.08,M,Yes,18-30
1012,1,63,441,74.97,M,Yes,18-30
1012,2,56,840,58.8,M,Yes,18-30
1012,3,42,252,45.36,M,Yes,18-30
1012,4,56,560,106.4,M,Yes,18-30
1012,5,70,840,159.6,M,Yes,18-30
1012,6,56,448,22.4,M,Yes,18-30
1012,7,119,952,57.12,M,Yes,18-30
1012,8,63,252,65.52,M,Yes,18-30
1012,9,56,560,156.8,M,Yes,18-30
1012,10,28,112,5.6,M,Yes,18-30
1012,11,35,280,33.6,M,Yes,18-30
1012,12,112,784,133.28,M,Yes,18-30
1012,13,140,140,36.4,M,Yes,18-30
1012,14,63,630,75.6,M,Yes,18-30
1012,15,154,1386,83.16,M,Yes,18-30
1012,16,63,252,22.68,M,Yes,18-30
1012,17,42,252,15.12,M,Yes,18-30
1012,18,147,147,22.05,M,Yes,18-30
1012,19,63,567,96.39,M,Yes,18-30
1012,20,161,1449,202.86,M,Yes,18-30
1012,21,196,784,78.4,M,Yes,18-30
1012,22,140,1260,100.8,M,Yes,18-30
1012,23,161,1610,386.4,M,Yes,18-30
1012,24,49,49,2.45,M,Yes,18-30
1013,1,63,945,189,F,Yes,30-45
1013,2,56,112,14.56,F,Yes,30-45
1013,3,112,112,19.04,F,Yes,30-45
1013,4,175,1225,306.25,F,Yes,30-45
1013,5,28,28,6.44,F,Yes,30-45
1013,6,63,189,22.68,F,Yes,30-45
1013,7,56,448,125.44,F,Yes,30-45
1013,8,35,455,22.75,F,Yes,30-45
1013,9,42,168,10.08,F,Yes,30-45
1013,10,140,140,7,F,Yes,30-45
1013,11,168,1512,438.48,F,Yes,30-45
1013,12,154,616,49.28,F,Yes,30-45
1013,13,189,2079,582.12,F,Yes,30-45
1013,14,42,630,182.7,F,Yes,30-45
1013,15,161,1610,305.9,F,Yes,30-45
1013,16,63,126,28.98,F,Yes,30-45
1013,17,42,546,38.22,F,Yes,30-45
1013,18,189,1701,374.22,F,Yes,30-45
1013,19,63,441,22.05,F,Yes,30-45
1013,20,77,539,64.68,F,Yes,30-45
1013,21,91,182,18.2,F,Yes,30-45
1013,22,63,441,66.15,F,Yes,30-45
1013,23,98,196,25.48,F,Yes,30-45
1013,24,14,112,22.4,F,Yes,30-45
1014,1,56,336,60.48,M,Yes,18-30
1014,2,70,630,37.8,M,Yes,18-30
1014,3,154,1232,197.12,M,Yes,18-30
1014,4,14,210,25.2,M,Yes,18-30
1014,5,42,210,31.5,M,Yes,18-30
1014,6,56,392,86.24,M,Yes,18-30
1014,7,42,546,136.5,M,Yes,18-30
1014,8,168,168,16.8,M,Yes,18-30
1014,9,112,1120,257.6,M,Yes,18-30
1014,10,189,1701,187.11,M,Yes,18-30
1014,11,63,630,138.6,M,Yes,18-30
1014,12,161,1610,241.5,M,Yes,18-30
1014,13,70,1050,241.5,M,Yes,18-30
1014,14,42,378,109.62,M,Yes,18-30
1014,15,77,385,19.25,M,Yes,18-30
1014,16,63,819,180.18,M,Yes,18-30
1014,17,21,210,54.6,M,Yes,18-30
1014,18,203,1421,99.47,M,Yes,18-30
1014,19,56,560,84,M,Yes,18-30
1014,20,147,1470,205.8,M,Yes,18-30
1014,21,7,105,13.65,M,Yes,18-30
1014,22,35,350,98,M,Yes,18-30
1014,23,161,644,64.4,M,Yes,18-30
1014,24,63,819,65.52,M,Yes,18-30
1015,1,56,392,47.04,M,Yes,18-30
1015,2,56,56,5.04,M,Yes,18-30
1015,3,161,1610,257.6,M,Yes,18-30
1015,4,56,168,20.16,M,Yes,18-30
1015,5,14,140,19.6,M,Yes,18-30
1015,6,63,315,31.5,M,Yes,18-30
1015,7,112,336,47.04,M,Yes,18-30
1015,8,63,126,27.72,M,Yes,18-30
1015,9,154,1540,338.8,M,Yes,18-30
1015,10,70,490,58.8,M,Yes,18-30
1015,11,105,1050,231,M,Yes,18-30
1015,12,77,1078,97.02,M,Yes,18-30
1015,13,84,756,136.08,M,Yes,18-30
1015,14,21,210,12.6,M,Yes,18-30
1015,15,147,1323,383.67,M,Yes,18-30
1015,16,56,560,151.2,M,Yes,18-30
1015,17,21,21,1.47,M,Yes,18-30
1015,18,168,1680,235.2,M,Yes,18-30
1015,19,56,504,151.2,M,Yes,18-30
1015,20,147,441,92.61,M,Yes,18-30
1015,21,21,147,38.22,M,Yes,18-30
1015,22,105,315,25.2,M,Yes,18-30
1015,23,77,616,36.96,M,Yes,18-30
1015,24,56,280,36.4,M,Yes,18-30
1016,1,63,315,34.65,F,Yes,18-30
1016,2,21,294,49.98,F,Yes,18-30
1016,3,77,616,98.56,F,Yes,18-30
1016,4,28,224,29.12,F,Yes,18-30
1016,5,35,280,25.2,F,Yes,18-30
1016,6,70,630,107.1,F,Yes,18-30
1016,7,154,462,92.4,F,Yes,18-30
1016,8,105,630,151.2,F,Yes,18-30
1016,9,161,1610,402.5,F,Yes,18-30
1016,10,84,84,24.36,F,Yes,18-30
1016,11,105,1470,191.1,F,Yes,18-30
1016,12,147,1470,338.1,F,Yes,18-30
1016,13,147,1029,308.7,F,Yes,18-30
1016,14,21,189,37.8,F,Yes,18-30
1016,15,147,2058,308.7,F,Yes,18-30
1016,16,56,56,9.52,F,Yes,18-30
1016,17,63,504,80.64,F,Yes,18-30
1016,18,161,1449,347.76,F,Yes,18-30
1016,19,56,280,81.2,F,Yes,18-30
1016,20,126,378,56.7,F,Yes,18-30
1016,21,154,1078,312.62,F,Yes,18-30
1016,22,133,399,103.74,F,Yes,18-30
1016,23,175,350,63,F,Yes,18-30
1016,24,49,196,58.8,F,Yes,18-30
1017,1,56,784,54.88,M,Yes,30-45
1017,2,21,63,13.23,M,Yes,30-45
1017,3,147,147,41.16,M,Yes,30-45
1017,4,154,1386,221.76,M,Yes,30-45
1017,5,42,336,40.32,M,Yes,30-45
1017,6,63,819,57.33,M,Yes,30-45
1017,7,161,966,280.14,M,Yes,30-45
1017,8,105,1155,311.85,M,Yes,30-45
1017,9,77,770,207.9,M,Yes,30-45
1017,10,147,1176,188.16,M,Yes,30-45
1017,11,126,252,22.68,M,Yes,30-45
1017,12,147,1470,352.8,M,Yes,30-45
1017,13,77,770,46.2,M,Yes,30-45
1017,14,63,882,176.4,M,Yes,30-45
1017,15,126,378,86.94,M,Yes,30-45
1017,16,56,560,156.8,M,Yes,30-45
1017,17,49,245,53.9,M,Yes,30-45
1017,18,154,770,69.3,M,Yes,30-45
1017,19,63,252,17.64,M,Yes,30-45
1017,20,140,560,67.2,M,Yes,30-45
1017,21,175,875,262.5,M,Yes,30-45
1017,22,56,224,22.4,M,Yes,30-45
1017,23,63,567,153.09,M,Yes,30-45
1017,24,28,168,38.64,M,Yes,30-45
1018,1,70,210,12.6,F,Yes,30-45
1018,2,14,126,37.8,F,Yes,30-45
1018,3,147,294,44.1,F,Yes,30-45
1018,4,112,1680,252,F,Yes,30-45
1018,5,70,420,46.2,F,Yes,30-45
1018,6,63,630,63,F,Yes,30-45
1018,7,77,847,93.17,F,Yes,30-45
1018,8,126,1386,221.76,F,Yes,30-45
1018,9,147,147,36.75,F,Yes,30-45
1018,10,77,924,147.84,F,Yes,30-45
1018,11,56,560,145.6,F,Yes,30-45
1018,12,126,1260,63,F,Yes,30-45
1018,13,182,546,70.98,F,Yes,30-45
1018,14,49,147,35.28,F,Yes,30-45
1018,15,140,1260,365.4,F,Yes,30-45
1018,16,63,315,53.55,F,Yes,30-45
1018,17,28,28,3.36,F,Yes,30-45
1018,18,196,784,235.2,F,Yes,30-45
1018,19,56,504,115.92,F,Yes,30-45
1018,20,161,805,80.5,F,Yes,30-45
1018,21,14,210,37.8,F,Yes,30-45
1018,22,133,266,23.94,F,Yes,30-45
1018,23,35,105,7.35,F,Yes,30-45
1018,24,7,49,3.92,F,Yes,30-45
1019,1,70,630,163.8,M,Yes,30-45
1019,2,70,140,23.8,M,Yes,30-45
1019,3,126,504,120.96,M,Yes,30-45
1019,4,49,735,161.7,M,Yes,30-45
1019,5,56,168,43.68,M,Yes,30-45
1019,6,63,441,97.02,M,Yes,30-45
1019,7,147,1617,145.53,M,Yes,30-45
1019,8,56,112,24.64,M,Yes,30-45
1019,9,147,588,29.4,M,Yes,30-45
1019,10,182,1820,364,M,Yes,30-45
1019,11,84,336,33.6,M,Yes,30-45
1019,12,140,1260,264.6,M,Yes,30-45
1019,13,42,126,13.86,M,Yes,30-45
1019,14,28,252,42.84,M,Yes,30-45
1019,15,161,483,82.11,M,Yes,30-45
1019,16,56,56,7.84,M,Yes,30-45
1019,17,35,105,23.1,M,Yes,30-45
1019,18,175,1575,283.5,M,Yes,30-45
1019,19,56,504,55.44,M,Yes,30-45
1019,20,35,350,35,M,Yes,30-45
1019,21,154,1078,194.04,M,Yes,30-45
1019,22,112,1120,257.6,M,Yes,30-45
1019,23,168,1344,362.88,M,Yes,30-45
1019,24,35,315,47.25,M,Yes,30-45
1020,1,63,504,120.96,F,Yes,18-30
1020,2,70,1050,315,F,Yes,18-30
1020,3,140,1960,313.6,F,Yes,18-30
1020,4,126,504,35.28,F,Yes,18-30
1020,5,7,21,5.88,F,Yes,18-30
1020,6,56,616,141.68,F,Yes,18-30
1020,7,147,1470,249.9,F,Yes,18-30
1020,8,84,756,120.96,F,Yes,18-30
1020,9,126,1008,110.88,F,Yes,18-30
1020,10,42,84,15.96,F,Yes,18-30
1020,11,175,1225,306.25,F,Yes,18-30
1020,12,161,1449,231.84,F,Yes,18-30
1020,13,70,280,25.2,F,Yes,18-30
1020,14,35,105,19.95,F,Yes,18-30
1020,15,35,525,73.5,F,Yes,18-30
1020,16,56,168,16.8,F,Yes,18-30
1020,17,70,70,10.5,F,Yes,18-30
1020,18,168,1512,287.28,F,Yes,18-30
1020,19,70,280,56,F,Yes,18-30
1020,20,133,665,192.85,F,Yes,18-30
1020,21,84,420,29.4,F,Yes,18-30
1020,22,161,1127,123.97,F,Yes,18-30
1020,23,63,441,79.38,F,Yes,18-30
1020,24,28,420,92.4,F,Yes,18-30
1021,1,63,945,47.25,F,Yes,18-30
1021,2,21,84,10.08,F,Yes,18-30
1021,3,161,2254,315.56,F,Yes,18-30
1021,4,14,210,10.5,F,Yes,18-30
1021,5,14,140,28,F,Yes,18-30
1021,6,56,448,85.12,F,Yes,18-30
1021,7,126,504,85.68,F,Yes,18-30
1021,8,175,2100,252,F,Yes,18-30
1021,9,140,1400,364,F,Yes,18-30
1021,10,70,560,84,F,Yes,18-30
1021,11,140,1120,324.8,F,Yes,18-30
1021,12,35,70,18.2,F,Yes,18-30
1021,13,133,399,107.73,F,Yes,18-30
1021,14,70,1050,283.5,F,Yes,18-30
1021,15,133,931,111.72,F,Yes,18-30
1021,16,70,70,16.1,F,Yes,18-30
1021,17,35,210,35.7,F,Yes,18-30
1021,18,126,504,70.56,F,Yes,18-30
1021,19,56,280,61.6,F,Yes,18-30
1021,20,168,2184,655.2,F,Yes,18-30
1021,21,7,14,2.1,F,Yes,18-30
1021,22,35,455,91,F,Yes,18-30
1021,23,105,315,56.7,F,Yes,18-30
1021,24,21,147,8.82,F,Yes,18-30
1022,1,70,280,36.4,M,Yes,30-45
1022,2,56,840,193.2,M,Yes,30-45
1022,3,35,490,93.1,M,Yes,30-45
1022,4,70,910,100.1,M,Yes,30-45
1022,5,70,350,28,M,Yes,30-45
1022,6,56,280,50.4,M,Yes,30-45
1022,7,140,1680,84,M,Yes,30-45
1022,8,140,420,126,M,Yes,30-45
1022,9,161,1288,296.24,M,Yes,30-45
1022,10,133,665,179.55,M,Yes,30-45
1022,11,147,294,52.92,M,Yes,30-45
1022,12,133,931,260.68,M,Yes,30-45
1022,13,98,980,127.4,M,Yes,30-45
1022,14,35,140,33.6,M,Yes,30-45
1022,15,168,1176,246.96,M,Yes,30-45
1022,16,56,336,87.36,M,Yes,30-45
1022,17,35,35,7,M,Yes,30-45
1022,18,154,770,184.8,M,Yes,30-45
1022,19,63,630,69.3,M,Yes,30-45
1022,20,70,490,142.1,M,Yes,30-45
1022,21,35,350,73.5,M,Yes,30-45
1022,22,119,357,60.69,M,Yes,30-45
1022,23,105,420,63,M,Yes,30-45
1022,24,49,49,7.35,M,Yes,30-45
1023,1,56,840,42,M,Yes,18-30
1023,2,70,630,94.5,M,Yes,18-30
1023,3,133,1596,367.08,M,Yes,18-30
1023,4,91,91,27.3,M,Yes,18-30
1023,5,35,245,34.3,M,Yes,18-30
1023,6,63,630,63,M,Yes,18-30
1023,7,161,161,27.37,M,Yes,18-30
1023,8,147,1470,338.1,M,Yes,18-30
1023,9,35,525,147,M,Yes,18-30
1023,10,98,98,24.5,M,Yes,18-30
1023,11,91,728,131.04,M,Yes,18-30
1023,12,168,336,70.56,M,Yes,18-30
1023,13,70,280,70,M,Yes,18-30
1023,14,35,525,42,M,Yes,18-30
1023,15,70,210,12.6,M,Yes,18-30
1023,16,63,567,73.71,M,Yes,18-30
1023,17,14,126,8.82,M,Yes,18-30
1023,18,182,1820,218.4,M,Yes,18-30
1023,19,70,630,132.3,M,Yes,18-30
1023,20,42,630,182.7,M,Yes,18-30
1023,21,119,476,138.04,M,Yes,18-30
1023,22,35,525,26.25,M,Yes,18-30
1023,23,126,1134,238.14,M,Yes,18-30
1023,24,70,350,77,M,Yes,18-30
1024,1,70,420,67.2,F,Yes,18-30
1024,2,28,308,77,F,Yes,18-30
1024,3,168,840,201.6,F,Yes,18-30
1024,4,140,420,121.8,F,Yes,18-30
1024,5,49,98,8.82,F,Yes,18-30
1024,6,56,784,47.04,F,Yes,18-30
1024,7,35,350,84,F,Yes,18-30
1024,8,91,1274,101.92,F,Yes,18-30
1024,9,133,1064,202.16,F,Yes,18-30
1024,10,70,140,7,F,Yes,18-30
1024,11,119,238,40.46,F,Yes,18-30
1024,12,70,280,78.4,F,Yes,18-30
1024,13,126,1638,442.26,F,Yes,18-30
1024,14,14,112,21.28,F,Yes,18-30
1024,15,42,462,27.72,F,Yes,18-30
1024,16,70,630,44.1,F,Yes,18-30
1024,17,42,546,109.2,F,Yes,18-30
1024,18,168,1512,166.32,F,Yes,18-30
1024,19,63,441,132.3,F,Yes,18-30
1024,20,175,875,78.75,F,Yes,18-30
1024,21,56,840,134.4,F,Yes,18-30
1024,22,105,1575,173.25,F,Yes,18-30
1024,23,56,728,174.72,F,Yes,18-30
1024,24,7,56,14.56,F,Yes,18-30
1025,1,56,616,172.48,M,Yes,18-30
1025,2,14,140,14,M,Yes,18-30
1025,3,70,350,73.5,M,Yes,18-30
1025,4,7,42,8.4,M,Yes,18-30
1025,5,21,84,16.8,M,Yes,18-30
1025,6,56,56,15.12,M,Yes,18-30
1025,7,133,1862,186.2,M,Yes,18-30
1025,8,119,595,136.85,M,Yes,18-30
1025,9,168,840,151.2,M,Yes,18-30
1025,10,126,1386,124.74,M,Yes,18-30
1025,11,77,308,24.64,M,Yes,18-30
1025,12,42,378,64.26,M,Yes,18-30
1025,13,42,42,7.56,M,Yes,18-30
1025,14,42,462,83.16,M,Yes,18-30
1025,15,175,1225,122.5,M,Yes,18-30
1025,16,63,819,147.42,M,Yes,18-30
1025,17,21,105,31.5,M,Yes,18-30
1025,18,105,735,183.75,M,Yes,18-30
1025,19,56,560,56,M,Yes,18-30
1025,20,154,1232,369.6,M,Yes,18-30
1025,21,161,161,9.66,M,Yes,18-30
1025,22,154,308,33.88,M,Yes,18-30
1025,23,84,840,134.4,M,Yes,18-30
1025,24,35,280,47.6,M,Yes,18-30
1026,1,56,448,49.28,F,Yes,18-30
1026,2,14,56,15.68,F,Yes,18-30
1026,3,42,630,88.2,F,Yes,18-30
1026,4,63,63,15.12,F,Yes,18-30
1026,5,70,980,147,F,Yes,18-30
1026,6,70,420,25.2,F,Yes,18-30
1026,7,168,840,134.4,F,Yes,18-30
1026,8,77,539,113.19,F,Yes,18-30
1026,9,70,910,218.4,F,Yes,18-30
1026,10,42,126,32.76,F,Yes,18-30
